pid,tests,saved,status_AGREE,status_FOUND,status_NO_MAJORITY,status_NO_VARIANT_OUTPUT,status_PUT_FAIL,label_TP,label_FP,label_NOT_FOUND,label_CANONICAL_FAIL,label_NO_ORACLE,label_PUT_FAIL,tp_count,fp_count,oracle_wrong_count,canonical_fail_count,precision,fixed_found,fixed_no_majority,fixed_tp_count,fixed_fp_count,fixed_precision,fixed_agree,fixed_no_variant_output,fixed_put_fail,report
p02756,100,18,29,18,11,42,0,18,0,39,1,42,0,18,0,0,1,1.0,18,11,18,0,1.0,29,42,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02756/report.txt
p02758,100,1,0,1,99,0,0,0,1,99,0,0,0,0,1,100,0,0.0,1,99,0,1,0.0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02758/report.txt
p02760,100,0,95,0,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,23,0,0,0,77,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02760/report.txt
p02766,100,10,90,10,0,0,0,10,0,90,0,0,0,10,0,0,0,1.0,10,0,10,0,1.0,90,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02766/report.txt
p02767,100,48,52,48,0,0,0,48,0,52,0,0,0,48,0,0,0,1.0,48,0,48,0,1.0,52,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02767/report.txt
p02775,100,59,0,59,41,0,0,0,59,41,0,0,0,0,59,98,0,0.0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02775/report.txt
p02777,100,1,99,1,0,0,0,1,0,99,0,0,0,1,0,0,0,1.0,1,0,1,0,1.0,99,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02777/report.txt
p02781,100,0,29,0,64,7,0,0,0,93,0,7,0,0,0,64,0,0,0,64,0,0,0,29,7,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02781/report.txt
p02787,100,10,5,10,83,0,2,0,10,88,0,0,2,0,10,92,0,0.0,0,93,0,0,0,5,0,2,/data/bc/MyCatcher/outputs/tcases/cpp/p02787/report.txt
p02794,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02794/report.txt
p02802,100,0,7,0,93,0,0,0,0,99,1,0,0,0,0,0,1,0,0,93,0,0,0,7,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02802/report.txt
p02812,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02812/report.txt
p02830,100,3,97,3,0,0,0,3,0,96,0,1,0,3,0,0,0,1.0,3,0,3,0,1.0,97,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02830/report.txt
p02832,95,68,0,68,27,0,0,29,39,27,0,0,0,29,39,66,0,0.426471,68,27,29,39,0.426471,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02832/report.txt
p02838,100,90,10,90,0,0,0,0,90,10,0,0,0,0,90,90,0,0.0,90,0,0,90,0.0,10,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02838/report.txt
p02840,100,15,4,15,81,0,0,0,15,85,0,0,0,0,15,95,0,0.0,0,97,0,0,0,3,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02840/report.txt
p02860,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02860/report.txt
p02891,100,0,25,0,75,0,0,0,0,100,0,0,0,0,0,72,0,0,0,75,0,0,0,25,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02891/report.txt
p02895,100,10,5,10,85,0,0,0,10,90,0,0,0,0,10,68,0,0.0,0,97,0,0,0,3,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02895/report.txt
p02900,100,12,55,12,33,0,0,12,0,88,0,0,0,12,0,33,0,1.0,12,43,12,0,1.0,45,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02900/report.txt
p02905,92,2,2,2,40,48,0,0,2,42,0,48,0,0,2,2,0,0.0,2,40,0,2,0.0,2,48,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02905/report.txt
p02906,100,18,31,18,51,0,0,0,18,82,0,0,0,0,18,31,0,0.0,0,83,0,0,0,17,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02906/report.txt
p02907,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02907/report.txt
p02913,100,31,18,31,51,0,0,0,31,69,0,0,0,0,31,67,0,0.0,4,78,0,4,0.0,18,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02913/report.txt
p02917,100,100,0,100,0,0,0,100,0,0,0,0,0,100,0,0,0,1.0,100,0,100,0,1.0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02917/report.txt
p02937,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,2,0,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02937/report.txt
p02943,95,1,2,1,92,0,0,0,1,93,1,0,0,0,1,92,1,0.0,1,92,0,1,0.0,2,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02943/report.txt
p02956,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,96,0,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02956/report.txt
p02958,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02958/report.txt
p02962,98,73,15,73,10,0,0,0,73,24,1,0,0,0,73,93,1,0.0,0,97,0,0,0,1,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02962/report.txt
p02964,96,21,2,21,50,23,0,0,0,51,0,45,0,0,0,49,0,0,21,50,0,0,0,2,23,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02964/report.txt
p02969,99,0,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02969/report.txt
p02971,99,8,12,8,57,22,0,0,0,0,0,0,0,8,0,31,0,1.0,7,60,7,0,1.0,10,22,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02971/report.txt
p02974,100,8,51,8,41,0,0,4,4,92,0,0,0,4,4,44,0,0.5,8,41,4,4,0.5,51,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02974/report.txt
p02983,100,28,34,28,0,38,0,2,26,34,0,38,0,2,26,27,0,0.071429,28,0,2,26,0.071429,34,38,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02983/report.txt
p02990,100,0,11,0,89,0,0,0,0,2,0,10,0,0,0,88,0,0,0,89,0,0,0,11,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02990/report.txt
p02992,100,1,5,1,62,32,0,0,1,67,0,32,0,0,1,62,0,0.0,0,63,0,0,0,5,32,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02992/report.txt
p02996,100,22,78,22,0,0,0,22,0,78,0,0,0,22,0,0,0,1.0,22,0,22,0,1.0,78,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02996/report.txt
p02998,92,0,60,0,32,0,0,0,0,91,1,0,0,0,0,29,1,0,0,54,0,0,0,38,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p02998/report.txt
p03000,100,72,28,72,0,0,0,72,0,28,0,0,0,72,0,0,0,1.0,72,0,72,0,1.0,28,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03000/report.txt
p03013,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03013/report.txt
p03014,100,1,11,1,1,0,87,1,0,12,0,0,87,1,0,0,0,1.0,1,2,1,0,1.0,11,0,86,/data/bc/MyCatcher/outputs/tcases/cpp/p03014/report.txt
p03017,100,33,65,33,2,0,0,21,12,67,0,0,0,21,12,12,0,0.636364,23,12,21,2,0.913043,65,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03017/report.txt
p03019,99,9,2,9,88,0,0,0,9,90,0,0,0,0,9,97,0,0.0,1,96,0,1,0.0,2,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03019/report.txt
p03031,100,9,91,9,0,0,0,9,0,91,0,0,0,9,0,0,0,1.0,9,0,9,0,1.0,91,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03031/report.txt
p03032,100,2,12,2,86,0,0,2,0,98,0,0,0,2,0,9,0,1.0,1,88,1,0,1.0,11,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03032/report.txt
p03039,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03039/report.txt
p03042,100,1,99,1,0,0,0,1,0,99,0,0,0,1,0,0,0,1.0,1,0,1,0,1.0,99,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03042/report.txt
p03053,95,5,90,5,0,0,0,5,0,90,0,0,0,5,0,0,0,1.0,5,0,5,0,1.0,90,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03053/report.txt
p03056,100,0,2,0,98,0,0,0,0,100,0,0,0,0,0,95,0,0,0,98,0,0,0,2,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03056/report.txt
p03073,100,82,18,82,0,0,0,0,82,18,0,0,0,0,82,82,0,0.0,82,0,0,82,0.0,18,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03073/report.txt
p03074,100,0,0,0,99,0,1,0,0,98,1,0,1,0,0,63,1,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03074/report.txt
p03076,100,0,0,0,99,0,1,0,0,99,0,0,1,0,0,99,0,0,0,99,0,0,0,0,0,1,/data/bc/MyCatcher/outputs/tcases/cpp/p03076/report.txt
p03078,92,0,37,0,0,0,55,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,55,/data/bc/MyCatcher/outputs/tcases/cpp/p03078/report.txt
p03087,100,66,32,66,1,1,0,1,0,1,0,0,0,66,0,0,0,1.0,66,1,66,0,1.0,32,1,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03087/report.txt
p03088,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03088/report.txt
p03089,99,72,27,72,0,0,0,0,0,25,0,0,0,2,70,70,0,0.027778,63,11,2,61,0.031746,25,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03089/report.txt
p03100,49,3,0,3,46,0,0,0,1,0,0,0,0,0,3,48,1,0.0,0,49,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03100/report.txt
p03112,100,0,2,0,98,0,0,0,0,4,0,0,0,0,0,93,0,0,0,98,0,0,0,2,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03112/report.txt
p03126,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03126/report.txt
p03146,10,1,9,1,0,0,0,1,0,9,0,0,0,1,0,0,0,1.0,1,0,1,0,1.0,9,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03146/report.txt
p03148,99,0,19,0,79,0,1,0,0,98,0,0,1,0,0,1,0,0,0,79,0,0,0,19,0,1,/data/bc/MyCatcher/outputs/tcases/cpp/p03148/report.txt
p03191,10,0,0,0,10,0,0,0,0,10,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03191/report.txt
p03202,100,6,3,6,91,0,0,0,6,92,2,0,0,0,6,83,2,0.0,6,91,0,6,0.0,3,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03202/report.txt
p03203,99,1,2,1,96,0,0,0,1,98,0,0,0,0,1,98,0,0.0,1,96,0,1,0.0,2,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03203/report.txt
p03213,100,73,12,73,15,0,0,0,73,27,0,0,0,0,73,88,0,0.0,31,57,0,31,0.0,12,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03213/report.txt
p03235,100,16,73,16,11,0,0,0,16,84,0,0,0,0,16,96,0,0.0,15,18,0,15,0.0,67,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03235/report.txt
p03239,100,11,89,11,0,0,0,11,0,89,0,0,0,11,0,0,0,1.0,11,0,11,0,1.0,89,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03239/report.txt
p03241,100,0,23,0,77,0,0,0,0,100,0,0,0,0,0,0,0,0,0,78,0,0,0,22,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03241/report.txt
p03253,100,0,3,0,97,0,0,0,0,91,9,0,0,0,0,88,9,0,0,97,0,0,0,3,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03253/report.txt
p03262,97,96,1,96,0,0,0,1,95,1,0,0,0,1,95,95,0,0.010417,96,0,1,95,0.010417,1,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03262/report.txt
p03272,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03272/report.txt
p03282,100,0,57,0,43,0,0,0,0,99,1,0,0,0,0,6,1,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03282/report.txt
p03284,100,40,19,40,41,0,0,4,36,60,0,0,0,4,36,36,0,0.1,5,76,4,1,0.8,19,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03284/report.txt
p03285,100,29,71,29,0,0,0,29,0,71,0,0,0,29,0,0,0,1.0,29,0,29,0,1.0,71,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03285/report.txt
p03290,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,2,0,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03290/report.txt
p03292,100,16,84,16,0,0,0,16,0,84,0,0,0,16,0,0,0,1.0,16,0,16,0,1.0,84,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03292/report.txt
p03296,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03296/report.txt
p03313,100,5,14,5,81,0,0,0,0,5,0,0,0,0,5,86,1,0.0,0,86,0,0,0,14,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03313/report.txt
p03314,94,0,1,0,93,0,0,0,0,94,0,0,0,0,0,86,0,0,0,93,0,0,0,1,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03314/report.txt
p03322,100,11,1,11,88,0,0,0,11,89,0,0,0,0,11,95,0,0.0,7,92,0,7,0.0,1,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03322/report.txt
p03323,100,30,70,30,0,0,0,30,0,70,0,0,0,30,0,0,0,1.0,30,0,30,0,1.0,70,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03323/report.txt
p03326,98,41,10,41,47,0,0,0,41,57,0,0,0,0,41,83,0,0.0,0,89,0,0,0,9,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03326/report.txt
p03329,100,1,58,1,41,0,0,1,0,99,0,0,0,1,0,0,0,1.0,0,85,0,0,0,15,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03329/report.txt
p03331,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03331/report.txt
p03332,100,1,78,1,21,0,0,0,1,99,0,0,0,0,1,7,0,0.0,0,22,0,0,0,78,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03332/report.txt
p03336,93,0,1,0,92,0,0,0,0,0,0,0,0,0,0,92,0,0,0,93,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03336/report.txt
p03338,100,1,99,1,0,0,0,1,0,99,0,0,0,1,0,0,0,1.0,1,0,1,0,1.0,99,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03338/report.txt
p03343,95,0,0,0,95,0,0,0,0,95,0,0,0,0,0,91,0,0,0,95,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03343/report.txt
p03348,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,93,0,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03348/report.txt
p03350,100,20,11,20,69,0,0,0,1,15,0,84,0,0,1,14,0,0.0,0,92,0,0,0,8,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03350/report.txt
p03351,100,16,84,16,0,0,0,16,0,84,0,0,0,16,0,0,0,1.0,16,0,16,0,1.0,84,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03351/report.txt
p03352,100,13,87,13,0,0,0,2,11,87,0,0,0,2,11,11,0,0.153846,2,11,2,0,1.0,87,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03352/report.txt
p03361,100,61,37,61,2,0,0,61,0,39,0,0,0,61,0,0,0,1.0,61,2,61,0,1.0,37,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03361/report.txt
p03365,100,81,0,81,19,0,0,0,81,19,0,0,0,0,81,100,0,0.0,19,81,0,19,0.0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03365/report.txt
p03374,100,95,0,95,5,0,0,32,63,5,0,0,0,32,63,66,0,0.336842,93,7,30,63,0.322581,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03374/report.txt
p03391,96,4,1,4,91,0,0,0,4,92,0,0,0,0,4,95,0,0.0,3,92,0,3,0.0,1,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03391/report.txt
p03393,100,70,1,70,29,0,0,0,70,30,0,0,0,0,70,98,0,0.0,62,37,0,62,0.0,1,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03393/report.txt
p03396,98,0,0,0,98,0,0,0,0,97,1,0,0,0,0,96,1,0,0,98,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03396/report.txt
p03400,99,88,11,88,0,0,0,0,88,11,0,0,0,0,88,88,0,0.0,87,1,0,87,0.0,11,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03400/report.txt
p03403,100,1,1,1,98,0,0,0,0,0,0,0,0,1,0,98,0,1.0,1,98,1,0,1.0,1,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03403/report.txt
p03406,100,25,0,25,75,0,0,12,13,75,0,0,0,12,13,81,0,0.48,7,93,7,0,1.0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03406/report.txt
p03408,100,5,95,5,0,0,0,5,0,95,0,0,0,5,0,0,0,1.0,5,0,5,0,1.0,95,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03408/report.txt
p03421,100,6,44,6,50,0,0,0,6,94,0,0,0,0,6,29,0,0.0,6,50,0,6,0.0,44,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03421/report.txt
p03424,99,5,94,5,0,0,0,2,3,94,0,0,0,2,3,3,0,0.4,5,0,2,3,0.4,94,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03424/report.txt
p03427,100,61,12,61,27,0,0,0,61,39,0,0,0,0,61,88,0,0.0,61,27,0,61,0.0,12,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03427/report.txt
p03431,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,57,0,0,0,100,0,0,0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03431/report.txt
p03434,100,100,0,100,0,0,0,100,0,0,0,0,0,100,0,0,0,1.0,100,0,100,0,1.0,0,0,0,/data/bc/MyCatcher/outputs/tcases/cpp/p03434/report.txt
